Country,CustomerID,Description,InvoiceDate,InvoiceNo,Quantity,StockCode,UnitPrice
United Kingdom,customer5,GIN + TONIC DIET METAL SIGN,2018-06-09,70018,1,21175,2.1
United Kingdom,customer5,EASTER TIN CHICKS PINK DAISY,2018-06-09,70018,4,22860,1.65
United Kingdom,customer5,SANDALWOOD FAN,2018-06-09,70018,1,15039,0.85
United Kingdom,customer5,DOORMAT NEW ENGLAND,2018-06-09,70018,1,48187,7.95
United Kingdom,customer5,VINTAGE CHRISTMAS STOCKING ,2018-06-09,70018,1,23311,2.55
United Kingdom,customer5,JUMBO BAG OWLS,2018-06-09,70018,10,20713,1.95
United Kingdom,customer5,BAKING MOULD HEART MILK CHOCOLATE,2018-06-09,70018,1,22930,2.55
United Kingdom,customer5,HANGING SPRING FLOWER EGG SMALL,2018-06-09,70018,192,85194S,0.65
United Kingdom,customer5,SET OF 3 REGENCY CAKE TINS,2018-06-09,70018,1,23245,4.95
United Kingdom,customer5,NO JUNK MAIL METAL SIGN,2018-06-09,70018,12,21179,1.25
United Kingdom,customer5,DRAWER KNOB VINTAGE GLASS BALL,2018-06-09,70018,4,23025,2.08
United Kingdom,customer5,DAIRY MAID TOASTRACK,2018-06-09,70018,4,21530,2.95
United Kingdom,customer5,SET OF 2 WOODEN MARKET CRATES,2018-06-09,70018,6,22485,12.75
United Kingdom,customer5,SILVER HEARTS TABLE DECORATION,2018-06-09,70018,1,23102,0.83
United Kingdom,customer2,3 TRADITIONAL COOKIE CUTTERS  SET,2018-11-04,70019,2,22965,2.1
United Kingdom,customer2,CHILDS GARDEN FORK BLUE ,2018-11-04,70019,2,22522,0.85
United Kingdom,customer2,CHRISTMAS MUSICAL ZINC STAR,2018-11-04,70019,1,22599,0.85
United Kingdom,customer2,FELTCRAFT 6 FLOWER FRIENDS,2018-11-04,70019,12,22149,2.1
United Kingdom,customer2,WOODEN HEART CHRISTMAS SCANDINAVIAN,2018-11-04,70019,10,22577,0.85
United Kingdom,customer2,KIDS RAIN MAC PINK,2018-11-04,70019,1,21789,0.85
United Kingdom,customer2,BATHROOM METAL SIGN,2018-11-04,70019,1,82580,0.55
United Kingdom,customer2,TOAST ITS - HAPPY BIRTHDAY,2018-11-04,70019,1,21358,1.25
United Kingdom,customer2,MULTICOLOUR HONEYCOMB FAN,2018-11-04,70019,96,21209,1.65
United Kingdom,customer2,LANTERN CREAM GAZEBO ,2018-11-04,70019,8,22784,4.95
United Kingdom,customer2,TREASURE TIN BUFFALO BILL ,2018-11-04,70019,12,23242,2.08
United Kingdom,customer2,FOLK ART METAL STAR T-LIGHT HOLDER,2018-11-04,70019,1,35967,1.66
United Kingdom,customer2,WOODEN PICTURE FRAME WHITE FINISH,2018-11-04,70019,48,82482,2.1
United Kingdom,customer2,MINI CAKE STAND T-LIGHT HOLDER,2018-11-04,70019,2,22893,0.42
United Kingdom,customer2,BREAD BIN DINER STYLE PINK,2018-11-04,70019,4,22848,16.95
United Kingdom,customer2,PACK OF 6 SKULL PAPER CUPS,2018-11-04,70019,6,21987,0.65
United Kingdom,customer2,JAM MAKING SET PRINTED,2018-11-04,70019,13,22961,1.45
United Kingdom,customer2,SET OF 60 VINTAGE LEAF CAKE CASES ,2018-11-04,70019,6,23308,0.55
United Kingdom,customer2,IVORY HANGING DECORATION  HEART,2018-11-04,70019,1,21385,1.66
United Kingdom,customer2,BEADED CRYSTAL HEART BLUE ON STICK,2018-11-04,70019,8,85131C,0.85
United Kingdom,customer2,ROUND SNACK BOXES SET OF4 WOODLAND ,2018-11-04,70019,12,22326,2.95
United Kingdom,customer2,SMALL RED RETROSPOT WINDMILL,2018-11-04,70019,12,21746,1.25
United Kingdom,customer2,SPACEBOY GIFT WRAP,2018-11-04,70019,32,22045,0.42
United Kingdom,customer2,ROUND SNACK BOXES SET OF 4 SKULLS,2018-11-04,70019,3,22327,2.95
United Kingdom,customer2,KEEP CALM BIRTHDAY WRAP,2018-11-04,70019,12,23691,0.42
United Kingdom,customer3,CARDHOLDER GINGHAM CHRISTMAS TREE,2018-07-28,70020,10,22591,2.55
United Kingdom,customer3,SET OF 6 T-LIGHTS EASTER CHICKS,2018-07-28,70020,1,22808,2.95
United Kingdom,customer3,RETROSPOT PARTY BAG + STICKER SET,2018-07-28,70020,12,22333,1.65
United Kingdom,customer3,PINK POLKADOT WRAP ,2018-07-28,70020,8,21500,0.42
United Kingdom,customer3,LUNCH BAG RED RETROSPOT,2018-07-28,70020,1,20725,1.65
United Kingdom,customer3,CORONA MEXICAN TRAY,2018-07-28,70020,3,79067,8.47
United Kingdom,customer3,RABBIT NIGHT LIGHT,2018-07-28,70020,2,23084,2.08
United Kingdom,customer3,KINGS CHOICE BISCUIT TIN,2018-07-28,70020,1,22357,4.25
United Kingdom,customer3,6 RIBBONS SHIMMERING PINKS ,2018-07-28,70020,2,22074,1.65
United Kingdom,customer3,LOVE HOT WATER BOTTLE,2018-07-28,70020,1,23356,5.95
United Kingdom,customer3,SET OF 3 REGENCY CAKE TINS,2018-07-28,70020,12,23245,4.95
United Kingdom,customer3,ALARM CLOCK BAKELIKE RED ,2018-07-28,70020,4,22727,3.75
United Kingdom,customer3,SET OF 36 DINOSAUR PAPER DOILIES,2018-07-28,70020,3,21972,2.98
United Kingdom,customer3,LUNCH BAG DOILEY PATTERN ,2018-07-28,70020,4,23209,1.65
United Kingdom,customer3,ZINC WILLIE WINKIE  CANDLE STICK,2018-07-28,70020,4,84832,0.85
United Kingdom,customer27,UNION JACK FLAG LUGGAGE TAG,2018-02-13,70021,10,21866,1.25
United Kingdom,customer27,JAM MAKING SET PRINTED,2018-02-13,70021,4,22961,1.45
United Kingdom,customer27,RED RETROSPOT PICNIC BAG,2018-02-13,70021,6,21936,5.91
United Kingdom,customer27,HAND WARMER UNION JACK,2018-02-13,70021,1,22633,1.85
United Kingdom,customer27,LARGE WHITE HONEYCOMB PAPER BELL  ,2018-02-13,70021,8,21191,4.21
United Kingdom,customer27,LUNCH BAG SPACEBOY DESIGN ,2018-02-13,70021,72,22382,1.65
United Kingdom,customer27,TREASURE TIN GYMKHANA DESIGN,2018-02-13,70021,12,23241,2.08
United Kingdom,customer27,LARGE DECO JEWELLERY STAND,2018-02-13,70021,1,23065,12.5
United Kingdom,customer27,SANDALWOOD FAN,2018-02-13,70021,1,15039,0.85
United Kingdom,customer27,PACK OF 12 LONDON TISSUES ,2018-02-13,70021,1,22616,0.29
United Kingdom,customer27,JUMBO BAG VINTAGE LEAF,2018-02-13,70021,1,23202,2.08
United Kingdom,customer27,NATURAL HANGING QUILTED HEARTS ,2018-02-13,70021,12,23431,0.72
United Kingdom,customer27,RED RETROSPOT SMALL MILK JUG,2018-02-13,70021,8,21535,2.55
United Kingdom,customer27,SET OF 3 HEART COOKIE CUTTERS,2018-02-13,70021,4,84378,1.25
United Kingdom,customer27,SPACEBOY BEAKER,2018-02-13,70021,4,23346,1.25
United Kingdom,customer27,LONDON BUS COFFEE MUG,2018-02-13,70021,4,22970,2.55
United Kingdom,customer27,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",2018-02-13,70021,2,21111,2.95
United Kingdom,customer27,PARTY BUNTING,2018-02-13,70021,1,47566,9.32
United Kingdom,customer27,60 CAKE CASES VINTAGE CHRISTMAS,2018-02-13,70021,4,22952,0.55
United Kingdom,customer27,GINGHAM ROSE WRAP,2018-02-13,70021,2,22986,0.42
United Kingdom,customer27,SET OF 72 RETROSPOT PAPER  DOILIES,2018-02-13,70021,1,21210,1.45
United Kingdom,customer27,LUNCH BAG SUKI  DESIGN ,2018-02-13,70021,2,22383,1.65
United Kingdom,customer27,ALARM CLOCK BAKELIKE GREEN,2018-02-13,70021,1,22726,3.75
United Kingdom,customer27,MINI CAKE STAND WITH HANGING CAKES,2018-02-13,70021,5,37446,1.45
United Kingdom,customer27,RED RETROSPOT TEA CUP AND SAUCER ,2018-02-13,70021,1,22072,3.75
United Kingdom,customer27,MORE BUTTER METAL SIGN ,2018-02-13,70021,1,21905,2.1
United Kingdom,customer27,CHOCOLATE HOT WATER BOTTLE,2018-02-13,70021,1,22112,4.95
United Kingdom,customer27,BALLOONS  WRITING SET ,2018-02-13,70021,6,21328,1.65
United Kingdom,customer27,WOODEN SKITTLES GARDEN SET,2018-02-13,70021,96,22606,15.95
United Kingdom,customer2,TRADITIONAL KNITTING NANCY,2018-10-27,70022,1,22621,1.45
United Kingdom,customer2,BUNNY EGG BOX,2018-10-27,70022,2,85200,1.25
United Kingdom,customer2,SET OF 3 NOTEBOOKS IN PARCEL,2018-10-27,70022,2,22759,1.65
United Kingdom,customer2,ALARM CLOCK BAKELIKE CHOCOLATE,2018-10-27,70022,300,22725,3.75
United Kingdom,customer2,DOORMAT NEW ENGLAND,2018-10-27,70022,4,48187,7.95
United Kingdom,customer2,WOODEN TREE CHRISTMAS SCANDINAVIAN,2018-10-27,70022,10,22579,0.85
United Kingdom,customer2,FELTCRAFT CUSHION RABBIT,2018-10-27,70022,1,22570,3.75
United Kingdom,customer2,JAM JAR WITH GREEN LID,2018-10-27,70022,12,22963,0.72
United Kingdom,customer2,DOUGHNUT LIP GLOSS ,2018-10-27,70022,2,23077,1.25
United Kingdom,customer2,HANGING HEART MIRROR DECORATION ,2018-10-27,70022,12,22227,0.65
United Kingdom,customer2,ANTIQUE SILVER TEA GLASS ETCHED,2018-10-27,70022,8,84946,2.51
United Kingdom,customer2,PACK OF 60 PINK PAISLEY CAKE CASES,2018-10-27,70022,3,21977,0.55
United Kingdom,customer2,ALARM CLOCK BAKELIKE RED ,2018-10-27,70022,2,22727,3.75
United Kingdom,customer2,TRAVEL CARD WALLET RETRO PETALS,2018-10-27,70022,12,22999,0.36
United Kingdom,customer2,LUNCH BAG DOLLY GIRL DESIGN,2018-10-27,70022,1,22662,1.65
United Kingdom,customer2,WOODEN TREE CHRISTMAS SCANDINAVIAN,2018-10-27,70022,24,22579,0.85
United Kingdom,customer2,CHOCOLATE HOT WATER BOTTLE,2018-10-27,70022,12,22112,4.95
United Kingdom,customer2,VINTAGE PAISLEY STATIONERY SET,2018-10-27,70022,3,21992,2.95
United Kingdom,customer2,PENS ASSORTED FUNKY JEWELED ,2018-10-27,70022,1,22608,1.66
United Kingdom,customer2,SMALL GLASS HEART TRINKET POT,2018-10-27,70022,130,21314,2.1
United Kingdom,customer2,MAGIC DRAWING SLATE CIRCUS PARADE  ,2018-10-27,70022,3,22531,0.42
United Kingdom,customer2,SET OF 3 CAKE TINS SKETCHBOOK,2018-10-27,70022,1,22721,4.95
United Kingdom,customer2,TOILET SIGN OCCUPIED OR VACANT,2018-10-27,70022,2,23182,0.83
United Kingdom,customer2,AIRLINE BAG VINTAGE WORLD CHAMPION ,2018-10-27,70022,12,22372,4.25
United Kingdom,customer2,RETROSPOT LARGE MILK JUG,2018-10-27,70022,12,21533,4.95
United Kingdom,customer2,SET/20 FRUIT SALAD PAPER NAPKINS ,2018-10-27,70022,10,21082,1.63
United Kingdom,customer2,LARGE STRIPES CHOCOLATE GIFT BAG,2018-10-27,70022,12,21289,1.25
United Kingdom,customer2,JUMBO STORAGE BAG SUKI,2018-10-27,70022,3,21931,1.95
United Kingdom,customer24,JUMBO BAG VINTAGE LEAF,2018-05-21,70023,12,23202,2.08
United Kingdom,customer24,PAPER CHAIN KIT 50'S CHRISTMAS ,2018-05-21,70023,12,22086,2.55
United Kingdom,customer24,PINK VINTAGE PAISLEY PICNIC BAG,2018-05-21,70023,8,21933,2.95
United Kingdom,customer24,HEART OF WICKER SMALL,2018-05-21,70023,12,22469,1.45
United Kingdom,customer24,PINK POLKADOT WRAP ,2018-05-21,70023,12,21500,0.42
United Kingdom,customer24,RED DINER WALL CLOCK,2018-05-21,70023,2,22193,8.5
United Kingdom,customer24,JUMBO BAG OWLS,2018-05-21,70023,3,20713,1.95
United Kingdom,customer24,WALL TIDY RETROSPOT ,2018-05-21,70023,1,22378,4.21
United Kingdom,customer24,GREEN FERN SKETCHBOOK ,2018-05-21,70023,1,20762,7.62
United Kingdom,customer24,SET OF 6 SNACK LOAF BAKING CASES,2018-05-21,70023,2,23294,0.72
United Kingdom,customer24,MINI PAINT SET VINTAGE ,2018-05-21,70023,24,22492,0.65
United Kingdom,customer24,FRENCH WC SIGN BLUE METAL,2018-05-21,70023,2,22670,1.25
United Kingdom,customer24,WOOD 2 DRAWER CABINET WHITE FINISH,2018-05-21,70023,12,82483,4.95
United Kingdom,customer24,PAPER BUNTING RETROSPOT,2018-05-21,70023,4,22090,5.91
United Kingdom,customer24,RED RETROSPOT CUP,2018-05-21,70023,6,21238,1.66
United Kingdom,customer24,RED HANGING HEART T-LIGHT HOLDER,2018-05-21,70023,1,21733,2.55
United Kingdom,customer24,SMALL WHITE HEART OF WICKER,2018-05-21,70023,10,23321,1.69
United Kingdom,customer19,FELTCRAFT DOLL MOLLY,2018-03-05,70024,6,22273,2.95
United Kingdom,customer19,PLASTERS IN TIN SKULLS,2018-03-05,70024,2,22553,1.65
United Kingdom,customer19,SMALL GLASS HEART TRINKET POT,2018-03-05,70024,12,21314,2.1
United Kingdom,customer19,BLUE STRIPE CERAMIC DRAWER KNOB,2018-03-05,70024,1,21669,1.25
United Kingdom,customer19,PACK OF 12 VINTAGE DOILY TISSUES,2018-03-05,70024,2,23380,0.39
United Kingdom,customer19,SET OF 72 PINK HEART PAPER DOILIES,2018-03-05,70024,16,84988,2.98
United Kingdom,customer19,CHARLOTTE BAG VINTAGE ALPHABET ,2018-03-05,70024,2,23205,0.85
United Kingdom,customer19,RETRO PLASTIC ELEPHANT TRAY,2018-03-05,70024,200,79191C,0.85
United Kingdom,customer19,YELLOW SHARK HELICOPTER,2018-03-05,70024,1,85136A,7.95
United Kingdom,customer19,WHITE CHRISTMAS STAR DECORATION,2018-03-05,70024,4,21807,0.42
United Kingdom,customer19,RED HANGING HEART T-LIGHT HOLDER,2018-03-05,70024,25,21733,2.55
United Kingdom,customer19,TRAVEL CARD WALLET I LOVE LONDON,2018-03-05,70024,10,23005,0.42
United Kingdom,customer19,3 RAFFIA RIBBONS 50'S CHRISTMAS ,2018-03-05,70024,10,23434,2.08
United Kingdom,customer19,ROLL WRAP VINTAGE CHRISTMAS,2018-03-05,70024,1,23349,1.25
United Kingdom,customer6,JUMBO SHOPPER VINTAGE RED PAISLEY,2018-11-13,70025,12,22411,1.95
United Kingdom,customer6,SET/10 PINK POLKADOT PARTY CANDLES,2018-11-13,70025,1,21122,1.25
United Kingdom,customer6,ROUND SNACK BOXES SET OF4 WOODLAND ,2018-11-13,70025,1,22326,2.95
United Kingdom,customer6,PACK OF 12 SUKI TISSUES ,2018-11-13,70025,46,21982,0.29
United Kingdom,customer6,ANTIQUE SILVER TEA GLASS ETCHED,2018-11-13,70025,6,84946,2.51
United Kingdom,customer6,VINTAGE SNAP CARDS,2018-11-13,70025,2,21790,0.85
United Kingdom,customer6,TRAVEL CARD WALLET FLOWER MEADOW,2018-11-13,70025,2,23006,0.42
United Kingdom,customer6,HORSE & PONY WALL ART,2018-11-13,70025,2,23524,3.75
United Kingdom,customer6,VINTAGE SNAKES & LADDERS,2018-11-13,70025,1,21912,3.75
United Kingdom,customer6,"ELEPHANT, BIRTHDAY CARD, ",2018-11-13,70025,6,21507,0.85
United Kingdom,customer6,RIBBON REEL POLKADOTS ,2018-11-13,70025,8,22080,3.36
United Kingdom,customer6,DINOSAUR LUNCH BOX WITH CUTLERY,2018-11-13,70025,1,21561,2.55
United Kingdom,customer6,JUMBO BAG SCANDINAVIAN PAISLEY,2018-11-13,70025,2,21928,1.95
United Kingdom,customer6,DOORMAT TOPIARY,2018-11-13,70025,10,48129,7.95
United Kingdom,customer6,RETROSPOT PARTY BAG + STICKER SET,2018-11-13,70025,4,22333,1.65
United Kingdom,customer6,6 GIFT TAGS 50'S CHRISTMAS ,2018-11-13,70025,48,23354,0.83
United Kingdom,customer6,SET/3 OCEAN SCENT CANDLE JEWEL BOX,2018-11-13,70025,1,72807B,8.47
United Kingdom,customer6,ROLL WRAP 50'S RED CHRISTMAS ,2018-11-13,70025,72,23352,1.25
United Kingdom,customer6,PAPER CHAIN KIT 50'S CHRISTMAS ,2018-11-13,70025,12,22086,2.55
United Kingdom,customer6,SPOTTY BUNTING,2018-11-13,70025,1,23298,4.95
United Kingdom,customer6,PANTRY SCRUBBING BRUSH,2018-11-13,70025,36,22980,1.65
United Kingdom,customer6,"RUSTIC WOODEN CABINET, GLASS DOORS",2018-11-13,70025,3,22764,49.96
United Kingdom,customer6,RED RETROSPOT LUGGAGE TAG,2018-11-13,70025,1,20658,2.51
United Kingdom,customer6,STRAWBERRY SHOPPER BAG,2018-11-13,70025,1,20717,1.25
United Kingdom,customer6,WOODEN PICTURE FRAME WHITE FINISH,2018-11-13,70025,1,82482,2.1
United Kingdom,customer6,DOORMAT ENGLISH ROSE ,2018-11-13,70025,24,48184,7.95
United Kingdom,customer6,IVORY WICKER HEART LARGE,2018-11-13,70025,12,23332,1.65
United Kingdom,customer6,SCANDINAVIAN PAISLEY PICNIC BAG,2018-11-13,70025,40,21932,2.95
United Kingdom,customer6,PINK FLORAL FELTCRAFT SHOULDER BAG,2018-11-13,70025,8,20970,3.75
United Kingdom,customer6,WHITE SKULL HOT WATER BOTTLE ,2018-11-13,70025,1,21479,3.75
United Kingdom,customer6,WHITE SPOT BLUE CERAMIC DRAWER KNOB,2018-11-13,70025,36,21673,1.25
United Kingdom,customer6,RED HANGING HEART T-LIGHT HOLDER,2018-11-13,70025,2,21733,2.55
United Kingdom,customer6,CHICK GREY HOT WATER BOTTLE,2018-11-13,70025,16,21484,3.45
United Kingdom,customer6,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,2018-11-13,70025,2,22771,1.25
United Kingdom,customer6,TRADITIONAL KNITTING NANCY,2018-11-13,70025,12,22621,1.45
United Kingdom,customer6,BLUE  DIAMANTE PEN IN GIFT BOX,2018-11-13,70025,12,21850,4.95
United Kingdom,customer6,LADLE LOVE HEART PINK,2018-11-13,70025,8,22135,0.85
United Kingdom,customer6,COOK WITH WINE METAL SIGN ,2018-11-13,70025,96,21166,1.95
United Kingdom,customer6,SET OF 6 CAKE CHOPSTICKS,2018-11-13,70025,1,21948,1.25
United Kingdom,customer6,ASSORTED EASTER GIFT TAGS,2018-11-13,70025,1,22857,0.85
United Kingdom,customer6,"ELEPHANT, BIRTHDAY CARD, ",2018-11-13,70025,4,21507,0.85
United Kingdom,customer6,FRENCH BLUE METAL DOOR SIGN 9,2018-11-13,70025,1,22684,1.25
United Kingdom,customer6,GIANT 50'S CHRISTMAS CRACKER,2018-11-13,70025,1,23320,2.89
United Kingdom,customer6,WRAP ALPHABET DESIGN,2018-11-13,70025,10,23230,0.42
United Kingdom,customer6,EDWARDIAN PARASOL NATURAL,2018-11-13,70025,2,15056N,5.95
United Kingdom,customer6,HEART WOODEN CHRISTMAS DECORATION,2018-11-13,70025,36,22574,0.85
United Kingdom,customer6,FINE WICKER HEART ,2018-11-13,70025,1,22855,1.25
United Kingdom,customer6,6 EGG HOUSE PAINTED WOOD,2018-11-13,70025,1,22283,16.13
United Kingdom,customer6,WOODEN ADVENT CALENDAR RED,2018-11-13,70025,72,22947,16.95
United Kingdom,customer6,COLOUR GLASS. STAR T-LIGHT HOLDER,2018-11-13,70025,1,71477,3.25
United Kingdom,customer6,MIRRORED WALL ART POPPIES,2018-11-13,70025,1,21371,4.96
United Kingdom,customer6,SET OF 3 BUTTERFLY COOKIE CUTTERS,2018-11-13,70025,2,84380,1.25
United Kingdom,customer6,PACK OF 6 SMALL FRUIT STRAWS,2018-11-13,70025,10,23120,0.42
United Kingdom,customer6,BLUE CALCULATOR RULER,2018-11-13,70025,1,20986,1.25
United Kingdom,customer6,SWEET HEART CAKE CARRIER,2018-11-13,70025,3,23487,9.95
United Kingdom,customer6,REGENCY TEA PLATE PINK,2018-11-13,70025,1,23172,1.65
United Kingdom,customer6,HEART SHAPED HOLLY WREATH,2018-11-13,70025,24,23129,4.15
United Kingdom,customer6,PACK OF 60 SPACEBOY CAKE CASES,2018-11-13,70025,1,22417,0.55
United Kingdom,customer6,SALLE DE BAIN HOOK,2018-11-13,70025,4,21272,2.51
United Kingdom,customer2,CRYSTAL DIAMANTE STAR BROOCH,2018-11-24,70026,6,90206C,5.09
United Kingdom,customer2,HEART IVORY TRELLIS LARGE,2018-11-24,70026,6,22296,1.65
United Kingdom,customer2,CORONA MEXICAN TRAY,2018-11-24,70026,2,79067,8.47
United Kingdom,customer2,WHITE SPOT BLUE CERAMIC DRAWER KNOB,2018-11-24,70026,2,21673,1.25
United Kingdom,customer2,MOODY GIRL DOOR HANGER ,2018-11-24,70026,8,21158,3.36
United Kingdom,customer2,GLASS JAR DAISY FRESH COTTON WOOL,2018-11-24,70026,1,22361,5.91
United Kingdom,customer2,PACK OF 6 SWEETIE GIFT BOXES,2018-11-24,70026,1,22582,2.55
United Kingdom,customer2,PORCELAIN BUTTERFLY OIL BURNER,2018-11-24,70026,3,18098c,5.06
United Kingdom,customer2,STRAWBERRY LUNCH BOX WITH CUTLERY,2018-11-24,70026,1,21559,2.55
United Kingdom,customer2,LUNCH BAG APPLE DESIGN,2018-11-24,70026,3,23206,1.65
United Kingdom,customer2,DECORATIVE CATS BATHROOM BOTTLE,2018-11-24,70026,12,21774,2.51
United Kingdom,customer2,BLUE POLKADOT KIDS BAG,2018-11-24,70026,6,22324,4.21
United Kingdom,customer2,NATURAL SLATE HEART CHALKBOARD ,2018-11-24,70026,4,22457,2.95
United Kingdom,customer2,BLACK KITCHEN SCALES,2018-11-24,70026,6,22626,8.5
United Kingdom,customer2,RIBBON REEL CHRISTMAS PRESENT ,2018-11-24,70026,1,22737,1.65
United Kingdom,customer2,RED RETROSPOT MINI CASES,2018-11-24,70026,8,20750,7.95
United Kingdom,customer2,RED HANGING HEART T-LIGHT HOLDER,2018-11-24,70026,3,21733,2.55
United Kingdom,customer2,HEART OF WICKER LARGE,2018-11-24,70026,4,22470,2.55
United Kingdom,customer2,SET OF 3 REGENCY CAKE TINS,2018-11-24,70026,3,23245,4.95
United Kingdom,customer28,LOVE BUILDING BLOCK WORD,2018-01-25,70027,25,21755,5.95
United Kingdom,customer28,SET 3 PAPER VINTAGE CHICK PAPER EGG,2018-01-25,70027,2,22957,2.55
United Kingdom,customer28,RECYCLED ACAPULCO MAT TURQUOISE,2018-01-25,70027,4,23052,8.25
United Kingdom,customer28,PAPER BUNTING RETROSPOT,2018-01-25,70027,2,22090,5.91
United Kingdom,customer28,ROCKING HORSE RED CHRISTMAS ,2018-01-25,70027,4,22571,0.72
United Kingdom,customer28,HAND WARMER UNION JACK,2018-01-25,70027,3,22633,1.85
United Kingdom,customer28,OFFICE MUG WARMER BLACK+SILVER ,2018-01-25,70027,4,22311,2.95
United Kingdom,customer28,LUNCH BAG VINTAGE LEAF DESIGN,2018-01-25,70027,1,23208,1.65
United Kingdom,customer28,DOORMAT HEARTS,2018-01-25,70027,18,48194,7.95
United Kingdom,customer28,JUMBO SHOPPER VINTAGE RED PAISLEY,2018-01-25,70027,6,22411,1.95
United Kingdom,customer28,PINK CREAM FELT CRAFT TRINKET BOX ,2018-01-25,70027,1,20972,1.25
United Kingdom,customer28,RIBBON REEL SOCKS AND MITTENS,2018-01-25,70027,7,22735,1.65
United Kingdom,customer28,TRIPLE HOOK ANTIQUE IVORY ROSE,2018-01-25,70027,1,23146,3.29
United Kingdom,customer28,BAG 250g SWIRLY MARBLES,2018-01-25,70027,24,21704,1.66
United Kingdom,customer28,PARTY TIME PENCIL ERASERS,2018-01-25,70027,1,16238,0.21
United Kingdom,customer28,METAL SIGN TAKE IT OR LEAVE IT ,2018-01-25,70027,2,22413,2.95
United Kingdom,customer28,PACK OF 12 SKULL TISSUES,2018-01-25,70027,139,21967,0.29
United Kingdom,customer28,LUNCH BAG DOLLY GIRL DESIGN,2018-01-25,70027,2,22662,1.65
United Kingdom,customer28,SET OF 9 BLACK SKULL BALLOONS,2018-01-25,70027,1,22437,1.66
United Kingdom,customer28,HOME SWEET HOME METAL SIGN ,2018-01-25,70027,7,21164,5.91
United Kingdom,customer28,BLACK/BLUE POLKADOT UMBRELLA,2018-01-25,70027,12,85014A,5.95
United Kingdom,customer28,JUMBO BAG RED RETROSPOT,2018-01-25,70027,3,85099B,1.65
United Kingdom,customer28,SET OF 3 WOODEN HEART DECORATIONS,2018-01-25,70027,12,23263,1.25
United Kingdom,customer28,6 RIBBONS RUSTIC CHARM,2018-01-25,70027,6,22077,1.65
United Kingdom,customer28,DAIRY MAID TRADITIONAL TEAPOT ,2018-01-25,70027,2,21528,6.95
United Kingdom,customer14,PAPER BUNTING RETROSPOT,2018-08-27,70028,4,22090,5.91
United Kingdom,customer16,JUMBO BAG ALPHABET,2018-12-10,70029,2,23201,2.08
United Kingdom,customer16,RED DINER WALL CLOCK,2018-12-10,70029,1,22193,8.5
United Kingdom,customer16,WOODLAND PARTY BAG + STICKER SET,2018-12-10,70029,48,22331,3.36
United Kingdom,customer16,STRAWBERRY FAIRY CAKE TEAPOT,2018-12-10,70029,1,22649,11.02
United Kingdom,customer16,WRAP MONSTER FUN ,2018-12-10,70029,5,22707,0.42
United Kingdom,customer16,PACK 6 HEART/ICE-CREAM PATCHES,2018-12-10,70029,1,84569D,1.25
United Kingdom,customer16,TRIPLE HOOK ANTIQUE IVORY ROSE,2018-12-10,70029,2,23146,3.29
United Kingdom,customer16,SET/3 RED GINGHAM ROSE STORAGE BOX,2018-12-10,70029,1,21430,3.75
United Kingdom,customer16,SET/6 RED SPOTTY PAPER CUPS,2018-12-10,70029,1,21086,0.65
United Kingdom,customer16,AGED GLASS SILVER T-LIGHT HOLDER,2018-12-10,70029,12,21326,0.65
United Kingdom,customer16,RED RETROSPOT OVEN GLOVE ,2018-12-10,70029,17,21154,1.06
United Kingdom,customer16,DOLLCRAFT GIRL AMELIE KIT,2018-12-10,70029,12,23126,4.95
United Kingdom,customer16,PINK BABY BUNTING,2018-12-10,70029,4,22668,5.91
United Kingdom,customer16,RED STRIPE CERAMIC DRAWER KNOB,2018-12-10,70029,72,21668,1.25
United Kingdom,customer16,WHITE HANGING HEART T-LIGHT HOLDER,2018-12-10,70029,1,85123A,2.55
United Kingdom,customer16,ENVELOPE 50 BLOSSOM IMAGES,2018-12-10,70029,12,85017B,0.85
United Kingdom,customer16,PACK OF 60 PINK PAISLEY CAKE CASES,2018-12-10,70029,6,21977,0.55
